LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,470,7/10/2013,4/30/2014,2013,T1312,,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",-76.58041,39.283049,Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,412,5/1/2013,4/30/2014,2013,1133,Renewed,NEW CLUB 909,"KM GRACE, INC.",-76.64014,39.299433,Tavern,7 days,"Beer, Wine, & Liquor",909 CALHOUN STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,431,5/1/2013,4/30/2014,2013,1196,Renewed,BREEZY'S,"BIG DIPPER INVESTMENTS, LLC",-76.589421,39.308732,Tavern,7 days,"Beer, Wine, & Liquor",2015-17 FEDERAL STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,9,5/1/2016,4/30/2017,2016,22,Renewed,SPIRITS OF MOUNT VERNON,"MAC GILLIVRAYS BUSINESS, LLC",-76.615812,39.299794,Tavern,7 days,"Beer, Wine, & Liquor",900 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,396,5/1/2013,4/30/2014,2013,1082,Renewed,CLUB ORPHEUS,"CLUB MITCHELL, INC.",-76.601373,39.287986,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 PRATT STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,464,12/12/2013,4/30/2014,2013,T1267,Transferred,DARKSIDE LOUNGE,"DARKSIDE LOUNGE, LLC",-76.550214,39.365283,Tavern,7 days,"Beer, Wine, & Liquor",6826-32 HARFORD ROAD,21234,"Baltimore, MD 21234"
AE,AE,29,7/1/2013,6/30/2014,2013,1308,Renewed,CLUB ELDORADO,"ELDORADO LOUNGE, INC.",-76.562494,39.291569,Adult,,,4100-02 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
AE,AE,14,7/1/2013,6/30/2014,2013,1285,Renewed,TONY'S PLACE,"G & X, INC.",-76.560657,39.299693,Adult,,,4215 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,316,5/1/2013,4/30/2014,2013,869,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,470,7/10/2013,4/30/2014,2013,T1312,,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",-76.58041,39.283049,Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,364,5/1/2013,4/30/2014,2013,979,Renewed,OK TAVERN,"SONG CHOE ENTERPRISES, INC",-76.584685,39.304653,Tavern,7 days,"Beer, Wine, & Liquor",2301 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,434,1/28/2014,4/30/2014,2013,T1202,Transferred,CLUB LUZERNE,"542 N. LUZERNE, INC.",-76.580797,39.297701,Tavern,7 days,"Beer, Wine, & Liquor",542 LUZERNE AVENUE NORTH,21205,"Baltimore, MD 21205"
LBD7,BWL,101,5/1/2016,4/30/2017,2016,289,Renewed,PRATT LIQUOR & BAR,AMERICAN SINGH LLC,-76.645574,39.285172,Tavern,7 days,"Beer, Wine, & Liquor",1812 PRATT STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,401,5/1/2013,4/30/2014,2013,1093,Renewed,SOONER'S TAVERN,"CLUB 438, INC.",-76.588395,39.226037,Tavern,7 days,"Beer, Wine, & Liquor",1600 HAZEL STREET,21226,"Baltimore, MD 21226"
LBD7,BWL,198,7/22/2014,4/30/2015,2014,T0536,Transferred,SAIGON TODAY,"SAIGON TODAY, LLC",-76.574233,39.284191,Tavern,7 days,"Beer, Wine, & Liquor",700 POTOMAC STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,325,5/1/2015,4/30/2016,2015,885,Renewed,HALF MILE TRACK,"TOM & DAN, LLC",-76.683695,39.281705,Tavern,7 days,"Beer, Wine, & Liquor",4108 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,311,2/12/2014,4/30/2014,2013,T0845,Transferred,LOONEY'S PUB,"MEFBMS, INC.",-76.575238,39.280357,Tavern,7 days,"Beer, Wine, & Liquor",2900-02 O'DONNELL STREET,21224,"Baltimore, MD 21224"
AE,AE,20,7/1/2013,6/30/2014,2013,1295,Renewed,NORMA JEAN'S,"PP & G, INC.",-76.609797,39.289752,Adult,,,10 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,310,5/1/2013,4/30/2014,2013,844,Renewed,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",-76.576014,39.280016,Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,137,5/1/2016,4/30/2017,2016,393,Renewed,LOOP,"ITCHY PALMZ, LLC",-76.686578,39.281634,Tavern,7 days,"Beer, Wine, & Liquor",4238 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,259,5/1/2014,4/30/2015,2014,728,Renewed,HAWLEY'S PUB,"HAWLEY ENTERPRISES, LLC",-76.654293,39.26496,Tavern,7 days,"Beer, Wine, & Liquor",2616-18 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,419,11/8/2013,4/30/2014,2013,T1151,Transferred,MYSTIC TAVERN,"MYSTIC T & M, INC.",-76.665677,39.279894,Tavern,7 days,"Beer, Wine, & Liquor",2949 FREDERICK AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,246,5/1/2015,4/30/2016,2015,671,Renewed,LARAE'S LOUNGE,N/A,-76.603655,39.30606,Tavern,7 days,"Beer, Wine, & Liquor",1000 HOFFMAN STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,398,5/1/2013,4/30/2014,2013,1084,Renewed,ROSIES BAR,"RAY JUNIOR, INC.",-76.652507,39.281459,Tavern,7 days,"Beer, Wine, & Liquor",482 BENTALOU STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,430,5/1/2014,4/30/2015,2014,1205,Renewed,HARRY ATTMAN'S DELI,HARRY ATTMAN'S DELI LLC.,-76.601888,39.289391,Tavern,7 days,"Beer, Wine, & Liquor",1015-21 LOMBARD STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,289,5/1/2013,4/30/2014,2013,792,Renewed,B.G.'S PUB,"BAB'S, INC.",-76.55569,39.285603,Tavern,7 days,"Beer, Wine, & Liquor",617-19 OLDHAM STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,157,5/1/2016,4/30/2017,2016,452,Renewed,BLARNEY STONE PUB,"BLARNEY STONE PUB, INC.",-76.593493,39.283286,Tavern,7 days,"Beer, Wine, & Liquor",704 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,113,5/1/2016,4/30/2017,2016,332,Renewed,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",-76.56377,39.286744,Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,285,5/1/2013,4/30/2014,2013,777,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Tavern,7 days,"Beer, Wine, & Liquor",5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
AE,AE,22,7/1/2015,6/30/2016,2015,1295,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,473,5/1/2013,4/30/2014,2013,1420,Closed,CAPRICE LOUNGE,N/A,-76.609367,39.303717,Tavern,7 days,"Beer, Wine, & Liquor",438 BIDDLE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,147,5/1/2016,4/30/2017,2016,429,Renewed,HUDSON STREET STACKHOUSE,"2624 HUDSON STREET CAFE, INC.",-76.578928,39.282072,Tavern,7 days,"Beer, Wine, & Liquor",2624-26 HUDSON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,393,7/30/2014,4/30/2015,2014,T1098,Transferred,HALF MILE TRACK,"TOM & DAN, LLC",-76.683695,39.281705,Tavern,7 days,"Beer, Wine, & Liquor",4108 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,23,5/1/2016,4/30/2017,2016,74,Renewed,DDL LOUNGE,"DDL LOUNGE, LLC",-76.581695,39.314605,Tavern,7 days,"Beer, Wine, & Liquor",2008 BELAIR ROAD,21213,"Baltimore, MD 21213"
LBD7,BWL,309,5/1/2013,4/30/2014,2013,842,Renewed,19TH HOLE,"HILL, INC.",-76.591188,39.320767,Tavern,7 days,"Beer, Wine, & Liquor",2722 HARFORD ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,413,2/11/2014,4/30/2014,2013,T1136,Transferred,NEW EDISON LOUNGE,"KYUN MAN, INC.",-76.572474,39.299243,Tavern,7 days,"Beer, Wine, & Liquor",3133-35 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,449,4/24/2016,4/30/2016,2015,T1315,Transferred,FELLS POINT LIQUOR & BAR,"RADHARAJ, INC.",-76.592622,39.284583,Tavern,7 days,"Beer, Wine, & Liquor",1709 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,334,5/1/2013,4/30/2014,2013,904,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,390,1/8/2014,4/30/2014,2013,T1061,Transferred,BLUE PIT BBQ,"BLUE PIT, LLC",-76.640793,39.332072,Tavern,7 days,"Beer, Wine, & Liquor",1601 UNION AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,408,5/1/2013,4/30/2014,2013,1117,Renewed,PENN STATION LIQUORS,"J & J LIQUOR, INC.",-76.645753,39.312756,Tavern,7 days,"Beer, Wine, & Liquor",2714-16 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,288,5/1/2013,4/30/2014,2013,785,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,355,5/1/2013,4/30/2014,2013,950,Renewed,CLUB CLIMAX,N/A,-76.655286,39.287785,Tavern,7 days,"Beer, Wine, & Liquor",2432 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,311,2/12/2014,4/30/2014,2013,T0845,Transferred,LOONEY'S PUB,"MEFBMS, INC.",-76.575238,39.280357,Tavern,7 days,"Beer, Wine, & Liquor",2900-02 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,349,4/24/2016,4/30/2016,2015,T0960,Transferred,THE HORSE YOU CAME IN ON BAR,"ALOGOS, INC.",-76.594001,39.281468,Tavern,7 days,"Beer, Wine, & Liquor",1626-28 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,470,7/10/2013,4/30/2014,2013,T1312,,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",-76.58041,39.283049,Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,321,5/1/2013,4/30/2014,2013,879,Renewed,KISLINGS TAVERN,"KISLINGS, INC.",-76.586728,39.28483,Tavern,7 days,"Beer, Wine, & Liquor",2100-02 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,332,5/1/2013,4/30/2014,2013,898,Renewed,HARRY ATTMAN'S DELI,HARRY ATTMAN'S DELI LLC.,-76.601888,39.289391,Tavern,7 days,"Beer, Wine, & Liquor",1015-21 LOMBARD STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,342,5/1/2013,4/30/2014,2013,925,Renewed,JP'S,"JARP, INC.",-76.570702,39.285584,Tavern,7 days,"Beer, Wine, & Liquor",528 BOULDIN STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,452,5/23/2013,4/30/2014,2013,T1236,Transferred,EUPHORIA RESTAURANT AND NIGHTCLUB,"EUPHORIA RESTAURANT AND NIGHTCLUB, LLC",-76.554434,39.278779,Tavern,7 days,"Beer, Wine, & Liquor",1301 PONCA STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,309,5/1/2013,4/30/2014,2013,842,Renewed,19TH HOLE,"HILL, INC.",-76.591188,39.320767,Tavern,7 days,"Beer, Wine, & Liquor",2722 HARFORD ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,309,5/1/2014,4/30/2015,2014,856,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Tavern,7 days,"Beer, Wine, & Liquor",504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,22,5/1/2016,4/30/2017,2016,73,Renewed,YOUNG'S,"YOUNG'S II, INC.",-76.583852,39.303624,Tavern,7 days,"Beer, Wine, & Liquor",2401 CHASE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,296,5/1/2013,4/30/2014,2013,806,Renewed,J & J DISCOUNT LIQUORS,"GLOBALSCOPE, INC.",-76.674942,39.348508,Tavern,7 days,"Beer, Wine, & Liquor",5117 PARK HEIGHTS AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,143,5/2/2017,4/30/2017,2016,T0413,Transferred,SNS LIQUOR,SNS LIQUOR CORPORATION,-76.587636,39.312435,Tavern,7 days,"Beer, Wine, & Liquor",2135 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,308,4/23/2014,4/30/2014,2013,T0840,Transferred,BERMUDA BAR & LIQUORS,"JH CHOO, INC.",-76.592785,39.312196,Tavern,7 days,"Beer, Wine, & Liquor",1801-03 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,472,5/1/2013,4/30/2014,2013,1325,Renewed,SANDPIPER 2,"ROBERT SPANN, INC.",-76.636557,39.288587,Tavern,7 days,"Beer, Wine, & Liquor",1126 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,196,1/8/2016,4/30/2016,2015,T0530,Transferred,DAS BIER HAUS,"DAS BIER HAUS, LLC",-76.611608,39.271806,Tavern,7 days,"Beer, Wine, & Liquor",1542 LIGHT STREET,21230,"Baltimore, MD 21230"
AE,AE,21,7/1/2013,6/30/2014,2013,1296,Renewed,HAVEN PLACE,"HAVEN PLACE, INC.",-76.563038,39.296491,Adult,,,400-02 HAVEN STREET NORTH,21224,"Baltimore, MD 21224"
LBD7,BWL,55,5/1/2016,4/30/2017,2016,165,Renewed,SPORTMAN SPOT,N/A,-76.558025,39.286626,Tavern,7 days,"Beer, Wine, & Liquor",501 LEHIGH STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,430,5/1/2013,4/30/2014,2013,1194,Renewed,BENDERS,"BENDERS, LLC",-76.591527,39.287613,Tavern,7 days,"Beer, Wine, & Liquor",301 ANN STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,349,5/1/2013,4/30/2014,2013,936,Renewed,LIL' PHIL'S TAVERN,"BOAJ, LLC",-76.593492,39.283243,Tavern,7 days,"Beer, Wine, & Liquor",706 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,137,5/1/2016,4/30/2017,2016,393,Renewed,LOOP,"ITCHY PALMZ, LLC",-76.686578,39.281634,Tavern,7 days,"Beer, Wine, & Liquor",4238 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,145,5/1/2016,4/30/2017,2016,416,Renewed,DIMITRI'S TAVERN,N/A,-76.636007,39.334344,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,"Baltimore, MD 21211"
AE,AE,16,7/1/2013,6/30/2014,2013,1291,Renewed,LITTLE DARLINGS,"BALTIMORE LITTLE D'S, LLC",-76.610104,39.289727,Adult,,,403-05 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,322,5/1/2013,4/30/2014,2013,881,Renewed,GNOCCO,"BREWERS HILL PUB & GRILL, LLC",-76.565334,39.285668,Tavern,7 days,"Beer, Wine, & Liquor",3734 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,88,5/1/2016,4/30/2017,2016,252,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,289,5/1/2013,4/30/2014,2013,792,Renewed,B.G.'S PUB,"BAB'S, INC.",-76.55569,39.285603,Tavern,7 days,"Beer, Wine, & Liquor",617-19 OLDHAM STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,367,5/1/2013,4/30/2014,2013,984,Renewed,V-NO,V-NO INC,-76.591091,39.281864,Tavern,7 days,"Beer, Wine, & Liquor",905 ANN STREET  SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,256,5/1/2014,4/30/2015,2014,719,Renewed,LEE'S PINT & SHELL,"2844 HUDSON, LLC",-76.575681,39.282205,Tavern,7 days,"Beer, Wine, & Liquor",2844 HUDSON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,180,5/1/2015,4/30/2016,2015,500,Renewed,CLUB INTERNATIONAL,"CLUB INTERNATIONAL, LLC",-76.653738,39.287821,Tavern,7 days,"Beer, Wine, & Liquor",2301 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,427,5/1/2013,4/30/2014,2013,1181,Renewed,SKY LOUNGE,"NORTHWOOD LOUNGE, LLC",-76.590795,39.340638,Tavern,7 days,"Beer, Wine, & Liquor",1552 HAVENWOOD ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,381,5/1/2013,4/30/2014,2013,1023,Closed,TOMMY'S DOWNTOWN TAVERN,"FOXVENTURE, CORP",-76.629434,39.280529,Tavern,7 days,"Beer, Wine, & Liquor",837-39 CROSS STREET WEST,21230,"Baltimore, MD 21230"
LBD7,BWL,371,5/1/2013,4/30/2014,2013,1002,Renewed,VENICE TAVERN,"DESANTIS, INC.",-76.567235,39.287724,Tavern,7 days,"Beer, Wine, & Liquor",339 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,427,5/1/2013,4/30/2014,2013,1181,Renewed,SKY LOUNGE,"NORTHWOOD LOUNGE, LLC",-76.590795,39.340638,Tavern,7 days,"Beer, Wine, & Liquor",1552 HAVENWOOD ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,114,5/1/2016,4/30/2017,2016,340,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Tavern,7 days,"Beer, Wine, & Liquor",504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,476,5/1/2013,4/30/2014,2013,1432,Renewed,KITTY'S LOUNGE,"PAN, INC.",-76.60942,39.327522,Tavern,7 days,"Beer, Wine, & Liquor",3208 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,345,5/1/2013,4/30/2014,2013,929,Renewed,KOCO'S PUB,"KOCO'S PUB, INC.",-76.573441,39.338701,Tavern,7 days,"Beer, Wine, & Liquor",4301 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,314,5/1/2013,4/30/2014,2013,866,Renewed,MISS BALL'S STARLITE LOUNGE,N/A,-76.659527,39.288312,Tavern,7 days,"Beer, Wine, & Liquor",2701 FAIRMOUNT AVENUE WEST,21223,"Baltimore, MD 21223"
AE,AE,11,7/1/2015,6/30/2016,2015,1281,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Adult,,,411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,85,5/1/2016,4/30/2017,2016,240,Renewed,MISS BALL'S STARLITE LOUNGE,N/A,-76.659527,39.288312,Tavern,7 days,"Beer, Wine, & Liquor",2701 FAIRMOUNT AVENUE WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,267,5/1/2015,4/30/2016,2015,727,Renewed,CATCH 22 SALOON,"KIE-BRAN, INC.",-76.544535,39.287539,Tavern,7 days,"Beer, Wine, & Liquor",6000 EASTERN AVENUE,21224,"Baltimore, MD 21224"
AE,AE,22,7/1/2013,6/30/2014,2013,1297,Renewed,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Adult,,,408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,265,5/1/2014,4/30/2015,2014,741,Renewed,RAY'S TAVERN,N/A,-76.532358,39.259819,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,"Baltimore, MD 21222"
LBD7,BWL,320,5/1/2013,4/30/2014,2013,878,Renewed,ALE MARY'S,"SIDERAIL, INC.",-76.588893,39.284739,Tavern,7 days,"Beer, Wine, & Liquor",1939 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,415,5/1/2013,4/30/2014,2013,1140,Renewed,LOOP,"ITCHY PALMZ, LLC",-76.686578,39.281634,Tavern,7 days,"Beer, Wine, & Liquor",4238 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,407,5/1/2013,4/30/2014,2013,1113,Renewed,CLUB ELDORADO,"ELDORADO LOUNGE, INC.",-76.562494,39.291569,Tavern,7 days,"Beer, Wine, & Liquor",4100-02 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,406,5/1/2013,4/30/2014,2013,1111,Renewed,CEDONIA INN,N/A,-76.545617,39.317528,Tavern,7 days,"Beer, Wine, & Liquor",5900 MORAVIA ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,315,5/1/2014,4/30/2015,2014,875,Renewed,CLUB ORPHEUS,"CLUB MITCHELL, INC.",-76.601373,39.287986,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 PRATT STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,142,5/1/2016,4/30/2017,2016,407,Renewed,ZISSIMOS BAR,"KITSOS, LLC",-76.63341,39.331065,Tavern,7 days,"Beer, Wine, & Liquor",1023 36TH STREET WEST,21211,"Baltimore, MD 21211"
LBD7,BWL,65,5/1/2016,4/30/2017,2016,190,Renewed,MIDWAY BAR,THE SPARKLE CORPORATION,-76.609354,39.289776,Tavern,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,5,7/1/2013,6/30/2014,2013,1276,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Adult,,,504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,345,5/1/2013,4/30/2014,2013,929,Renewed,KOCO'S PUB,"KOCO'S PUB, INC.",-76.573441,39.338701,Tavern,7 days,"Beer, Wine, & Liquor",4301 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,194,5/1/2014,4/30/2015,2014,526,Renewed,LARAE'S LOUNGE,N/A,-76.603655,39.30606,Tavern,7 days,"Beer, Wine, & Liquor",1000 HOFFMAN STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,10,7/1/2013,6/30/2014,2013,1281,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,8,7/1/2013,6/30/2014,2013,1279,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Adult,,,5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,271,5/1/2015,4/30/2016,2015,735,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Tavern,7 days,"Beer, Wine, & Liquor",504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,162,5/1/2016,4/30/2017,2016,467,Renewed,VASACHY,"25TH ROLAND BILLIARDS, INC",-76.616978,39.317662,Tavern,7 days,"Beer, Wine, & Liquor",2445 CHARLES STREET  NORTH,21218,"Baltimore, MD 21218"
LBD7,BWL,408,5/1/2013,4/30/2014,2013,1117,Renewed,PENN STATION LIQUORS,"J & J LIQUOR, INC.",-76.645753,39.312756,Tavern,7 days,"Beer, Wine, & Liquor",2714-16 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,202,5/1/2015,4/30/2016,2015,540,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,363,5/1/2013,4/30/2014,2013,973,Closed,K.C.'S CORNER TAVERN,"LOUSY LENNY'S, INC.",-76.552122,39.363143,Tavern,7 days,"Beer, Wine, & Liquor",6626 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,325,5/1/2013,4/30/2014,2013,885,Renewed,SOUTHSIDE SALOON,"SOUTHSIDE SALOON, LLC",-76.607303,39.272882,Tavern,7 days,"Beer, Wine, & Liquor",430 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,449,5/1/2015,4/30/2016,2015,1315,Transferred,FELLS POINT LIQUOR & BAR,"RADHARAJ, INC.",-76.592622,39.284583,Tavern,7 days,"Beer, Wine, & Liquor",1709 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,363,5/1/2013,4/30/2014,2013,973,Closed,K.C.'S CORNER TAVERN,"LOUSY LENNY'S, INC.",-76.552122,39.363143,Tavern,7 days,"Beer, Wine, & Liquor",6626 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,396,5/1/2013,4/30/2014,2013,1082,Renewed,CLUB ORPHEUS,"CLUB MITCHELL, INC.",-76.601373,39.287986,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 PRATT STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,38,5/1/2016,4/30/2017,2016,114,Renewed,BUTTS & BETTY'S TAVERN,"BUTTS & BETTY'S TAVERN, INC.",-76.58583,39.287949,Tavern,7 days,"Beer, Wine, & Liquor",2200 GOUGH STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,333,2/3/2014,4/30/2014,2013,T0902,Transferred,SILKS,"ATLANTIC CAFE, LLC",-76.578581,39.282088,Tavern,7 days,"Beer, Wine, & Liquor",2639-41 HUDSON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,297,5/1/2013,4/30/2014,2013,812,Renewed,ZISSIMOS BAR,"KITSOS, LLC",-76.63341,39.331065,Tavern,7 days,"Beer, Wine, & Liquor",1023 36TH STREET WEST,21211,"Baltimore, MD 21211"
LBD7,BWL,369,5/1/2013,4/30/2014,2013,998,Renewed,MIDWAY BAR,THE SPARKLE CORPORATION,-76.609354,39.289776,Tavern,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
